Page,0,1,2,3,4,5,6,7,8,9,10,11,12
29,,(6) (2-2) 중 고교졸업예정자,"•  고교졸업증명서 (고교졸업일 명시)
•  본인 주민등록표초본 (고교졸업일 이후~2026.2.28. 사이 발급본)",,,,,,,,,,
30,구분,세부사항,,,,,,,,,,,
30,"산업체
적용범위","① 국가·지방자치단체 및 공공단체 (소속 직원의 경우) 
② 「근로기준법」 제11조에 의거 상시근로자 5인 (사업주 포함) 이상 사업체
③ 4대 보험 중 1개 이상 가입 사업체 (창업·자영업자 포함)
④   4대 보험 가입대상 사업체가 아닌 1차 산업 종사자는 국가·지방자치단체가 발급하는 공적증명서 (농지원부 등본 등)를 통해 확인되는 
경우 인정함
⑤ 4대 보험 미가입 영세창업/자영업자는 사업자등록증을 소지하고, 세금 체납 사실이 없는 경우에 한해 인정함",,,,,,,,,,,
30,"재직기간
산정","① 2026. 3. 1. 기준으로 총 재직기간 (4대 보험 중 하나 이상에 가입된 기간)이 만 3년 이상 (예정)이어야 함
② 재직기간은 제출한 서류상 (4대 보험 내역)으로 증명되는 기간만을 산정함
③ 2개 이상 산업체의 재직기간은 합산하되, 중복되는 기간은 이중으로 합산하지 않음
④ 영세창업, 자영업자의 휴업기간 등 비영업기간은 재직기간 산정에서 제외함
⑤ 병역특례 기간의 산업체 경력 및 재직기간 중 군 의무복무 경력은 재직기간 산정에 포함됨",,,,,,,,,,,
30,"재직상태
유지","①   지원시점 기준 (원서접수 시작일) 미재직자 (휴직※ 또는 휴업 포함)는 지원할 수 없음 
 
※ 군 의무복무를 위한 휴직 중인 자는 지원 가능
② 학기개시일 기준 재직 중이어야 함
③ 재학 중 재직 유지 (단, 이직 등을 위한 일시적 구직기간의 경우 별도의 유예기간 부여)",,,,,,,,,,,
30,전형요소	및	반영비율	(%),서류 100,,,,,,,,,,,
30,전형총점,"1,000",,,,,,,,,,,
30,평가방법,"서류 (학생부, 지원자격 확인자료, 직무기술서 등)를 종합적으로 정성평가함",,,,,,,,,,,
30,수능	필수응시영역,없음,,,,,,,,,,,
30,수능	최저학력기준,없음,,,,,,,,,,,
30,선발방법,서류평가 취득 총점 순으로 최종합격자를 선발함,,,,,,,,,,,
30,동점자	처리기준,서류평가 우선순위영역 평가점수 상위자,,,,,,,,,,,
31,구분,,제출서류,비고,,,,,,,,,
31,공 통,필수,입학원서,•  온라인 원서접수 후 PDF 파일 제출 시 포함하여 업로드,,,,,,,,,
31,,,학생부,"•  온라인 제공 동의자 : 제출 필요 없음
•  온라인 제공 미동의자/불가자 : 학교생활기록부 (대입전형용)",,,,,,,,,
31,,,재직/경력증명서,"•  재직기간이 명시된 현 직장에 한함
•  현 직장에서의 재직기간이 3년 이상인 경우 재직증명서,  
3년 미만인 경우 재직증명서 및 경력증명서 제출",,,,,,,,,
31,,,"4대 보험
가입 확인서","•  재직/경력증명서를 제출한 모든 직장 (산업체)에 관련하여 아래 항목 중 1개 이상 제출
 
- 국민연금가입증명서 (국민연금공단 발행)
 
- 건강보험자격취득사실확인서 (국민건강보험공단 발행)
 
- 고용·산재보험 자격이력내역서 (근로자용, 근로복지공단 발행)
 
※ 위 4대 보험 가입이력이 한 장으로 발급되는 ‘4대 사회보험 가입자 가입내역 확인서’는 제출 불가
 
- 4대 보험 가입 확인서 제출이 불가한 경우 아래의 대체서류 제출",,,,,,,,,
31,해 당 자,"해당자
필수",병역 관련 서류,"•  군 의무복무 기간을 포함하여 재직기간이 3년 이상인 재직자 제출
 
- 전역자 : 병적증명서 또는 주민등록초본 (병역사항 기재)
 
-   휴직 중 복무중인 자 : 병적증명서 또는 복무확인서 
 
(군 복무기간 전체 기재, 산업기능요원만 제출 가능)",,,,,,,,,
31,,,"4대 보험 미가입 영세 
창업 및 자영업 증명서","•  사업자등록증명원 (세무서 발행)
•  납세증명서 (세무서 발행)
•  휴업/폐업 사실 증명원 (해당자) (세무서 발행)",,,,,,,,,
31,,,"농지원부 등본 등
공적증명서","•  4대 보험 가입 대상 사업체가 아닌 농업, 수산업 등의 산업체 종사자는 국가·지방단체가 발급하는 
공적증명서 (농지원부 등)를 제출",,,,,,,,,
31,,선택,직무 기술서,"•  지원자 중 희망자에 한하여 작성
•  작성 희망자는 <서식 3> 「직무 기술서」를 활용하여 지정된 양식 및 유의사항에 맞추어 작성",,,,,,,,,
33,수험번호,,,,모집단위,계열/학부/학과,,,,,,,
33,졸업	(예정)고등학교,,,,고등학교  졸업	(예정)연도,,,,,,,,
33,성	 명,,(인),,주민등록번호,-,,,,,,,
33,지원자격,,,,,,,,,,,,
33,자격구분,고교졸업 (예정)자로서 다음 중 하나에 해당하는 자,,,,,,,,,,,
33,"6년
[	
	 ]","농어촌지역 (지방자치법 제3조에 의한 읍·면지역 및 도서·벽지지역 교육진흥법시행규칙 제2조에 의한 지역) 소재에서 
중·고교	전	교육과정	(6년)을	이수하고	해당	기간	중	본인	및	부모	모두가	농어촌지역에서	거주한	자",,,,,,,,,,,
33,"12년
[	
	 ]","농어촌지역 (지방자치법 제3조에 의한 읍·면지역 및 도서·벽지지역 교육진흥법시행규칙 제2조에 의한 지역) 소재에서 
초·중·고교	전	교육과정	(12년)을	이수하고	해당	기간	중	본인이	농어촌지역에서	거주한	자",,,,,,,,,,,
33,재학사항,,,,,,,,,,,,
33,,학교명,,학교소재지,,재학기간,"읍·면지역
소재여부",,,,,,
33,"초등학교
(12년	 
대상자만)",,,"도 (시) 
 시  (군) 
 읍  (면)",,"년 
 월 
 일 ~  
 
 년 
 월 
 일",,,,,,,
33,,,,"도 (시) 
 시  (군) 
 읍  (면)",,"년 
 월 
 일 ~  
 
 년 
 월 
 일",,,,,,,
33,,,,"도 (시) 
 시  (군) 
 읍  (면)",,"년 
 월 
 일 ~  
 
 년 
 월 
 일",,,,,,,
33,중학교,,,"도 (시) 
 시  (군) 
 읍  (면)",,"년 
 월 
 일 ~  
 
 년 
 월 
 일",,,,,,,
33,,,,"도 (시) 
 시  (군) 
 읍  (면)",,"년 
 월 
 일 ~  
 
 년 
 월 
 일",,,,,,,
33,,,,"도 (시) 
 시  (군) 
 읍  (면)",,"년 
 월 
 일 ~  
 
 년 
 월 
 일",,,,,,,
33,고등학교,,,"도 (시) 
 시  (군) 
 읍  (면)",,"년 
 월 
 일 ~  
 
 년 
 월 
 일",,,,,,,
33,,,,"도 (시) 
 시  (군) 
 읍  (면)",,"년 
 월 
 일 ~  
 
 년 
 월 
 일",,,,,,,
33,,,,"도 (시) 
 시  (군) 
 읍  (면)",,"년 
 월 
 일 ~  
 
 년 
 월 
 일",,,,,,,
33,"위 지원자는 성균관대학교 농어촌학생 지원자격을 충족하는 대상자로서, 지원자격 관련 기재사항 및 제출자료에 
이상이 없음을 확인합니다.
20   년  
 
 월  
 
 
 일
 
부/모/보호자: 
 
 
 
 
 
 
 
(인) 
(직인)
 
 
 
 
 
 
 고등학교장
성균관대학교	총장	귀하",,,,,,,,,,,,
34,"1.   본 서식은 반드시 사실에 기초하여 지원자 본인이 작성합니다.
2.   본 서식에 기술된 사항에 대한 사실 확인을 요청할 경우 지원자는 적극 협조하여야 합니다.
3.   활동에 대한 증빙서류를 제출하는 경우, 원본 제출이 원칙이며 사본 제출 시 원본대조필하여야 합니다. 
4.   허위사실 기재, 기타 부정한 사실 등이 발견될 경우, 불합격 처리되며 합격 이후라도 입학이 취소될 수 있습니다.
5.   공인어학성적 및 수학·과학·외국어 교과에 대한 교외 수상실적을 기재할 경우 평가에서 불이익을 받을 수 있으니, 작성을 금지합니다.
	 가.	공인어학성적
영어 (TOEIC, TOEFL, TEPS), 중국어 (HSK), 일본어 (JPT, JLPT), 프랑스어 (DELF, DALF), 독일어 (ZD, TESTDAF, DSH, DSD), 러시아어 (TORFL),  
스페인어 (DELE), 상공회의소한자시험, 한자능력검정, 실용한자, 한자급수자격검정, YBM 상무한검, 한자급수인증시험, 한자자격검정 등
  나.	수학·과학·외국어	교과에	대한	교외	수상실적	(예시)
수학
과학
외국어
•  위에서 열거된 항목 외에도, 대회 명칭에 수학·과학 (물리, 화학, 생물, 지구과학, 천문)·외국어 (영어 등) 교과명이 명시된 학교 외 각종 대회 (경시대회, 올림피아드 등) 수상실적을 
작성했을 경우 “0점” (또는 불합격) 처리
•  ‘교외 수상실적’이란 학교 외 기관이 개최한 대회 수상실적을 의미하며, 학교장의 참가 허락을 받은 교외 수상실적이라도 작성 시 “0점” (또는 불합격) 처리
6.   학교생활기록부 대체 서식에는 고등학교 학교생활기록부에 기재할 수 없는 항목※과 「대입제도 공정성 강화방안」 (2019.11.28.)에 따른 학생부 주요
항목 내 변경 사항※은 작성할 수 없고, 어학연수 등 사교육 유발요인이 큰 교외 활동의 경우에도 작성이 제한됩니다. 이를 준수하지 않았을 경우 
평가에서 불이익을 받을 수 있으니, 작성을 금지합니다.
[※	학교생활기록부	기재금지	항목]
가. 각종 공인어학시험 참여사실과 그 성적 및 수상실적
나. 교과·비교과 관련 교외대회 참여사실과 그 성적 및 수상실적 (학교장의 참가 허락을 받아 참여한 각종 교외대회에서의 수상실적도 기재 불가)
다. 교외 기관·단체 (장)등에게 수상한 교외상 (표창장, 감사장, 공로상 등도 기재 불가)
라. 교내·외 인증시험 참여 사실이나 그 성적
마. 모의고사·전국연합학력평가 성적 (원점수, 석차, 석차등급, 백분위 등 성적관련 내용 일체) 및 관련 교내 수상실적 
바. 논문을 학회지 등에 투고 또는 등재하거나 학회 등에서 발표한 사실
사. 도서출간 사실
아. 지식재산권 (특허, 실용신안, 상표 디자인) 출원 또는 등록사실
자. 어학연수, 봉사활동 등 해외 활동실적 및 관련 내용
차. 부모 (친인척 포함)의 사회·경제적 지위 (직종명, 직업명, 직장명, 직위명 등) 암시 내용
카. 장학생·장학금 관련 내용
타. 구체적인 특정 대학명, 기관명 (기구, 단체, 조직 등 포함), 상호명, 강사명 등
파. 자격증 명칭 및 취득사실
* 위 내용은 「2025학년도 학교생활기록부 기재요령 (고등학교)」을 발췌한 내용으로 이하 자세한 사항은 교육부 「2025학년도 학교생활기록부 기재요령 (고등학교)」 중 학교생활기록부 
작성 시 유의사항 참조
[※	「대입제도	공정성	강화방안」에	따른	학생부	주요항목	내	변경	사항]
가. 영재·발명교육 실적 대입 미반영
나. 자율동아리 대입 미반영
다. 청소년단체활동 미기재
라. 개인봉사활동 실적 대입 미반영
마. 독서활동 대입 미반영 
7.  지원자 성명, 출신고교, 부모 (친인척 포함)의 실명을 포함한 사회적·경제적 지위 (직종명, 직업명, 직장명, 직위명 등)를 암시하는 내용을 기재할 경우, 
평가에 불이익을 받을 수 있으니, 작성을 금지합니다. 또한‘활동 (발행)기관’에만 기관명을 기재해야 하며, 활동내용에는 기관명 기재를 금지합니다.","한국수학올림피아드 (KMO), 한국수학인증시험 (KMC), 온라인 창의수학 경시대회, 도시대항 국제 수학토너먼트, 국제수학올림피아드 (IMO) 등
한국물리올림피아드 (KPHO), 한국화학올림피아드 (KCHO), 한국생물올림피아드 (KBO), 한국천문올림피아드 (KAO),  
한국지구과학올림피아드 (KESO), 한국뇌과학올림피아드, 전국정보과학올림피아드, 국제물리올림피아드, 국제지구과학올림피아드,  
국제생물올림피아드, 국제천문올림피아드, 한국중등과학올림피아드 등
전국 초중고 외국어 (영어, 중국어, 일본어, 프랑스어, 독일어, 러시아어, 스페인어) 경시대회, 
IET 국제영어대회, IEWC 국제영어글쓰기대회, 글로벌 리더십 영어 경연대회, SIFEC 전국영어말하기대회, 국제영어논술대회 등",,,,,,,,,,,
34,,,,,,,,,,,,,
34,,,,,,,,,,,,,
34,,,,,,,,,,,,,
34,,,,,,,,,,,,,
34,"<학교생활기록부	대체	서식	작성방법>
1. 활동기간 
 
- 검정고시 출신자 : 고등학교 재학 기간에 준하는 기간 중 활동에 참여한 시기
 
- 외국 소재 고등학교 출신자 및 국내 학력인정 외국교육기관 출신자 : 고등학교 재학 기간 중 활동에 참여한 시기
2. 활동내용 : 고등학교 학교생활기록부 내용에 준하는 활동 (※ 작성 유의사항의 제한 내용 확인)
 
- 활동내용 칸 작성 시 활동 (발행)기관명 기재 금지
3. 작성분량 : 1개 활동 당 50자 이내 (각 연번에 1개 활동, 최대 10개 활동 작성 가능)
4. 증빙자료 : A4용지 단면 기준 총 20페이지 이내 제출 가능 (축소/양면 복사 금지)",,,,,,,,,,,,
35,학력정보,□   검정고시 출신자,합격지역,,"합격일
년 
 
  월 
 
  일",,,,,,,,
35,,"□   외국 소재 고등학교  
출신자 및 국내  
학력인정  
외국교육기관 출신자",1,소재국가,,,,,,,,,
35,,,,입학일,"년 
 
  월 
 
  일
졸업 (예정)일 
년 
 
  월 
 
  일",,,,,,,,
35,,,,학교명,,,,,,,,,
35,,,2,소재국가,,,,,,,,,
35,,,,입학일,"년 
 
  월 
 
  일
전출일 
년 
 
  월 
 
  일",,,,,,,,
35,,,,학교명,,,,,,,,,
35,,,3,소재국가,,,,,,,,,
35,,,,입학일,"년 
 
  월 
 
  일
전출일 
년 
 
  월 
 
  일",,,,,,,,
35,,,,학교명,,,,,,,,,
35,연번,활동명,"활동기간
(	년	월	일	~	년	월	일)","활동내용
(50자	이내)",활동	(발행)기관,,,,,,,,
35,1,,,,,,,,,,,,
35,2,,,,,,,,,,,,
35,3,,,,,,,,,,,,
35,4,,,,,,,,,,,,
35,5,,,,,,,,,,,,
35,6,,,,,,,,,,,,
35,7,,,,,,,,,,,,
35,8,,,,,,,,,,,,
35,9,,,,,,,,,,,,
35,10,,,,,,,,,,,,
35,"본인은 학교생활기록부 대체 서식 작성에 관한 유의사항을 숙지하였으며, 
유의사항 위반에 따른 조치에 대해서 이의를 제기하지 않겠습니다. (동의 □)
20 
  년  
 월  
 일
(인)
지원자 :  
 
 
 
 
 
 
 
 
성균관대학교	총장	귀하",,,,,,,,,,,,
36,"1.   본 직무기술서는 반드시 사실에 기초하여 지원자 본인이 작성합니다.
2.   본 직무기술서에 기술된 사항에 대한 사실 확인을 요청할 경우 지원자는 적극 협조하여야 합니다.
3.   허위사실 기재, 기타 부정한 사실 등이 발견될 경우, 불합격 처리되며 합격 이후라도 입학이 취소될 수 있습니다.
4.   공인어학성적 및 수학·과학·외국어 교과에 대한 교외 수상실적을 기재할 경우 평가에서 불이익을 받을 수 있으니, 작성을 금지합니다.
	 가.	공인어학성적
영어 (TOEIC, TOEFL, TEPS), 중국어 (HSK), 일본어 (JPT, JLPT), 프랑스어 (DELF, DALF), 독일어 (ZD, TESTDAF, DSH, DSD), 러시아어 (TORFL),  
스페인어 (DELE), 상공회의소한자시험, 한자능력검정, 실용한자, 한자급수자격검정, YBM 상무한검, 한자급수인증시험, 한자자격검정 등
  나.	수학·과학·외국어	교과에	대한	교외	수상실적	(예시)
수학
과학
외국어
•  위에서 열거된 항목 외에도, 대회 명칭에 수학·과학 (물리, 화학, 생물, 지구과학, 천문)·외국어 (영어 등) 교과명이 명시된 학교 외 각종 대회 (경시대회, 올림피아드 등) 
수상실적을 작성했을 경우 “0점” (또는 불합격) 처리
•  ‘교외 수상실적’이란 학교 외 기관이 개최한 대회 수상실적을 의미하며, 학교장의 참가 허락을 받은 교외 수상실적이라도 작성 시 “0점” (또는 불합격) 처리
5.   직무기술서에는 고등학교 학교생활기록부에 기재할 수 없는 항목※과 「대입제도 공정성 강화방안」 (2019.11.28.)에 따른 학생부 주요항목 
내 변경 사항※은 작성할 수 없고, 어학연수 등 사교육 유발요인이 큰 교외 활동의 경우에도 작성이 제한됩니다. 이를 준수하지 않았을 경우 
평가에서 불이익을 받을 수 있으니, 작성을 금지합니다.
[※	학교생활기록부	기재금지	항목]
가. 각종 공인어학시험 참여사실과 그 성적 및 수상실적
나. 교과·비교과 관련 교외대회 참여사실과 그 성적 및 수상실적 (학교장의 참가 허락을 받아 참여한 각종 교외대회에서의 수상실적도 기재 불가)
다. 교외 기관·단체 (장)등에게 수상한 교외상 (표창장, 감사장, 공로상 등도 기재 불가)
라. 교내·외 인증시험 참여 사실이나 그 성적
마. 모의고사·전국연합학력평가 성적 (원점수, 석차, 석차등급, 백분위 등 성적관련 내용 일체) 및 관련 교내 수상실적 
바. 논문을 학회지 등에 투고 또는 등재하거나 학회 등에서 발표한 사실
사. 도서출간 사실
아. 지식재산권 (특허, 실용신안, 상표 디자인) 출원 또는 등록사실
자. 어학연수, 봉사활동 등 해외 활동실적 및 관련 내용
차. 부모 (친인척 포함)의 사회·경제적 지위 (직종명, 직업명, 직장명, 직위명 등) 암시 내용
카. 장학생·장학금 관련 내용
타. 구체적인 특정 대학명, 기관명 (기구, 단체, 조직 등 포함), 상호명, 강사명 등
파. 자격증 명칭 및 취득사실
* 위 내용은 「2025학년도 학교생활기록부 기재요령 (고등학교)」을 발췌한 내용으로 이하 자세한 사항은 교육부 「2025학년도 학교생활기록부 기재요령 (고등학교)」 중 학교
생활기록부 작성 시 유의사항 참조
[※	「대입제도	공정성	강화방안」에	따른	학생부	주요항목	내	변경	사항]
가. 영재·발명교육 실적 대입 미반영
나. 자율동아리 대입 미반영
다. 청소년단체활동 미기재
라. 개인봉사활동 실적 대입 미반영
마. 독서활동 대입 미반영 
6.  지원자 성명, 출신고교, 부모 (친인척 포함)의 실명을 포함한 사회적·경제적 지위 (부모 및 친인척의 직종명, 직업명, 직장명, 직위명 등)를 암시하는 
내용을 기재할 경우 평가에 불이익을 받을 수 있으니 작성을 금지합니다.","한국수학올림피아드 (KMO), 한국수학인증시험 (KMC), 온라인 창의수학 경시대회, 도시대항 국제 수학토너먼트, 국제수학올림피아드 (IMO) 등
한국물리올림피아드 (KPHO), 한국화학올림피아드 (KCHO), 한국생물올림피아드 (KBO), 한국천문올림피아드 (KAO), 
한국지구과학올림피아드 (KESO), 한국뇌과학올림피아드, 전국정보과학올림피아드, 국제물리올림피아드, 국제지구과학올림피아드, 
국제생물올림피아드, 국제천문올림피아드, 한국중등과학올림피아드 등
전국 초중고 외국어 (영어, 중국어, 일본어, 프랑스어, 독일어, 러시아어, 스페인어) 경시대회, 
IET 국제영어대회, IEWC 국제영어글쓰기대회, 글로벌 리더십 영어 경연대회, SIFEC 전국영어말하기대회, 국제영어논술대회 등",,,,,,,,,,,
36,,,,,,,,,,,,,
36,,,,,,,,,,,,,
36,,,,,,,,,,,,,
36,,,,,,,,,,,,,
36,"<직무	기술서	작성	및	제출	안내>
1. 특별전형 (특성화고졸재직자) 지원자 중 희망하는 경우에만 작성 및 제출함 (선택사항)
2. 직무기술서는 원서접수시 온라인 입력
3. 작성 내용 : 재직 중인 직장에서의 직무와 역할 (기관명 작성 가능)
4. 작성 분량 : 띄어쓰기 포함 항목 당 100자 이내",,,,,,,,,,,,
37,지원자	인적사항,,,,,,,,,,,,
37,"전형유형:
모집단위:
수험번호:
성 
  명:
생년월일:",,,,,,,,,,,,
37,연번,업무명,직무	(역할),"업무기간 
(	년	월	일	~	년	월	일)","업무	내용 
(100자	이내)",재직	(인증)기관,,,,,,,
37,1,,,,,,,,,,,,
37,2,,,,,,,,,,,,
37,3,,,,,,,,,,,,
37,4,,,,,,,,,,,,
37,5,,,,,,,,,,,,
37,6,,,,,,,,,,,,
37,7,,,,,,,,,,,,
37,8,,,,,,,,,,,,
37,9,,,,,,,,,,,,
37,10,,,,,,,,,,,,
37,"본인은 직무기술서 작성에 관한 유의사항을 숙지하였으며, 
유의사항 위반에 따른 조치에 대해서 이의를 제기하지 않겠습니다. (동의 □)
20 
  년 
 
  월 
 
  일
(인)
지원자 :  
 
 
 
 
 
 
 
 
성균관대학교	총장	귀하",,,,,,,,,,,,
38,전형유형,,,,모집단위,계열/학부/학과,,,,,,,
38,수험번호,,,,성명,,,,,,,,
38,연락처,,,,주민등록번호,-,,,,,,,
38,환불	요청	사유	(해당되는	사항	선택),,,,,,,,,,,,
38,□,국가보훈대상자,,「국가보훈기본법」 제3조 제2호에 따른 「국가보훈대상자」로서 국가보훈관계 법령에 따른 교육지원대상자,,,,,,,,,
38,□,국민기초생활수급자,,"「국민기초생활보장법」 제2조 제1호 (수급권자), 제2호 (수급자)",,,,,,,,,
38,□,차상위계층,,「국민기초생활보장법」 제2조 제10호 (차상위계층),,,,,,,,,
38,□,한부모가족,,「한부모가족지원법」 제5조 및 제5조의2에 따른 지원대상자,,,,,,,,,
38,□,장애인	등,,"「장애인복지법」 제32조에 의하여 장애인 등록이 되어 있는 자 (※ 장애의 정도가 심하지 않은 장애인 포함) 혹은 
「장애인 등에 대한 특수교육법」 제15조 제1항의 규정에 따른 대상자",,,,,,,,,
38,□,상이등급자,,"기타 국가보훈 관계법령*에 의한 상이등급자로 등록되어 있는 자
* 「국가유공자 등 예우 및 지원에 관한 법률」, 「특수임무유공자 예우 및 단체설립에 관한 법률」, 「보훈보상대상자 지원에 
관한 법률」등",,,,,,,,,
38,□,자립지원대상자,,「아동복지법」 시행령 제 38조 제2항에 따른 자립지원 대상자,,,,,,,,,
38,환불	계좌	정보,,,,,,,,,,,,
38,"금융기관명
예금주명
계좌번호",,,,,,,,,,,,
38,,,,,,,,,,,,,
38,"위 지원자는 성균관대학교 정시모집 환불대상자 해당자격을 충족하는 대상자로서, 지원자격 관련 서류를 첨부하여 
전형료 반환을 신청합니다.
20 
  년 
 
 월  
 
 
 일
 
 
 
 
 
 
(인)
 
지원자 :  
 
성균관대학교	총장	귀하",,,,,,,,,,,,
38,구분,자격증빙서류,,,,,,,,,,,
38,지원자	전원,입학원서,,,,,,,,,,,
38,국가보훈대상자,대학입학특별전형대상자증명서 (지원자 기준) 1부,,,,,,,,,,,
38,국민기초생활수급자,수급자 증명서 (지원자 기준) 1부,,,,,,,,,,,
38,차상위계층,"① 아래 해당 확인서 (증명서) 1부
 
-   시·군·구청장 또는 읍·면·동주민센터장이 발급하는 「자활근로자, 장애 (아동)수당 대상자, 장애인연금 대상자, 차상위계층 확인서」
 
- 국민건강보험공단 이사장이 발행하는 「차상위 본인부담경감 대상자 증명서」
② 가족관계증명서 (지원자 기준) 1부
③ 주민등록표등본 (지원자 기준) 1부",,,,,,,,,,,
38,한부모가족,한부모가족증명서 (지원자 기준) 1부,,,,,,,,,,,
38,장애인	등/상이등급자,"장애인증명서, 특수교육 대상자 증명서 (고교 배치 결과통지서 등) 또는  
상이정도가 명시된 국가보훈대상자 (국가유공자 등) 증명서 (지원자 기준) 중 1부 (최근 1개월 이내 발급)",,,,,,,,,,,
38,자립지원대상자,"아래 서류 중 1부 (최근 1개월 이내 발급)
- 입소사실확인서 및 아동복지시설 신고증 (사본) 각 1부
- 보호종료 확인서 또는 퇴소사실증명서 1부
- 조기 보호 종료사유 및 증빙서류 1부",,,,,,,,,,,
40,"등급
종목",1,2,3,4,5,6,7,8,9,10,11,F
40,"25m 왕복 달리기
(초)","16″ 99
이내","17 ″0
~
17 ″39","17 ″40
~
17 ″79","17 ″80
~
18 ″19","18 ″20
~
18 ″59","18 ″60
~
18 ″99","19 ″00
~
19 ″39","19 ″40
~
19 ″79","19 ″80
~
20 ″19","20 ″20
~
20 ″59","20 ″60
이후",결격
40,"핸드볼공 던지기
(m)",34,33,32,31,30,29,28,27,26,25,"24 
이하",결격
40,"제자리 멀리뛰기
(cm)","270
이상","269
~
265","264
~
260","259
~
255","254
~
250","249
~
245","244
~
240","239
~
235","234
~
230","229
~
225","224
~
220",결격
40,배 점,66,61,56,51,46,41,36,31,26,21,16,0
40,"등급
종목",1,2,3,4,5,6,7,8,9,10,11,F
40,"25m 왕복 달리기
(초)","18 ″99
이내","19 ″00
~
19 ″39","19 ″40
~
19 ″79","19 ″80
~
20 ″19","20 ″20
~
20 ″59","20 ″60 
~
20 ″99","21 ″00
~
21 ″39","21 ″40
~
21 ″79","21 ″80
~
22 ″19","22 ″20
~
22 ″59","22 ″60
이후",결격
40,"핸드볼공 던지기
(m)",24,23,22,21,20,19,18,17,16,15,"14 
이하",결격
40,"제자리 멀리뛰기
(cm)","220
이상","219
~
215","214
~
210","209
~
205","204
~
200","199
~
195","194
~
190","189
~
185","184
~
180","179
~
175","174
~
170",결격
40,배 점,66,61,56,51,46,41,36,31,26,21,16,0
41,이웃사랑,수급자,"「국민기초생활보장법」 제2조 제1호 (수급권자), 제2호 (수급자)",,,,,,,,,,
41,,차상위계층,「국민기초생활보장법」 제10호 (차상위계층),,,,,,,,,,
41,,한부모가족,「한부모가족지원법」 제5조 및 제5조의2에 따른 지원대상자,,,,,,,,,,
41,"장애인	
등",장애인	등,"「장애인복지법」 제32조에 의하여 장애인	등록이 되어 있는 자
「장애인 등에 대한 특수교육법」 제15조 제1항의 규정에 따른 대상자
기타 (대학의 장이 정하는 자)
※ 장애의 정도가 심하지 않은 장애인 포함",,,,,,,,,,
41,,상이등급자,"기타 국가보훈 관계법령*에 의한 상이등급자로 등록되어 있는 자
* 「국가유공자 등 예우 및 지원에 관한 법률」, 「특수임무유공자 예우 및 단체설립에 관한 법률」, 「보훈보상대상자 
지원에 관한 법률」등",,,,,,,,,,
41,특성화고	졸업	(예정)자,,"「초·중등교육법」 시행령 제91조 제1항에 따른 특성화고	졸업	(예정)자로서 우리대학	모집단위와	동일계열	
기준학과를	이수한	자 혹은 우리대학	모집단위와	관련된	전문교과를	30학점	(단위)	이상	이수한	자
※ 산업수요 맞춤형 마이스터고 제외/ 특성화고와 동일한 교육과정을 이수한 일반고 (종합고) 출신자 포함
※ 모집단위와 관련된 전문교과는 학교생활기록부 등 관련서류와 자료를 검토하여 우리대학에서 인정여부 최종판정",,,,,,,,,,
42,전형요소	및	반영비율	(%),대학수학능력시험 100,,,,,,,,,,,
42,전형총점,"1,000",,,,,,,,,,,
42,수능	최저학력기준,없음,,,,,,,,,,,
42,선발방법,모집 군 및 모집단위 별 수능 반영 방법에 따른 평가 총점 순으로 최종 합격자 선발,,,,,,,,,,,
42,"동점자	처리기준
(이웃사랑,	장애인등)","① 대학수학능력시험의 국어, 수학, 탐구, 탐구 4개 과목 표준점수 합이 우수한 자
② 대학수학능력시험의 수학영역 표준점수가 우수한 자
③ 대학수학능력시험의 국어영역 표준점수가 우수한 자
④ 대학수학능력시험의 탐구영역 상위 1개 과목 표준점수가 우수한 자
⑤ 대학수학능력시험의 영어영역 등급이 우수한 자
⑥ 대학수학능력시험의 한국사 등급이 우수한 자
⑦ 학생부 석차등급 평균이 우수한 자 (학생부 없는 자는 비교내신 적용)",,,,,,,,,,,
42,"동점자	처리기준
(특성화고	졸업자)","① 대학수학능력시험의 국어, 수학 2개 과목 표준점수 합이 우수한 자
② 대학수학능력시험의 수학영역 표준점수가 우수한 자
③ 대학수학능력시험의 국어영역 표준점수가 우수한 자
④ 대학수학능력시험의 영어영역 등급이 우수한 자
⑤ 대학수학능력시험의 한국사 등급이 우수한 자
⑥ 학생부 석차등급 평균이 우수한 자 (학생부 없는 자는 비교내신 적용)",,,,,,,,,,,
42,전형,군,모집단위,유형,국어,수학,탐구,영어,한국사,,,,
42,,,,,"화법과
언어와
작문
매체","확률과	
미적분
기하
통계","사회
과학",,,,,,
42,"이웃
사랑/
장애
인등
특성
화고
졸업
자",가 / 나,"인문과학계열,
사회과학계열, 경영학과,
교육학과, 한문교육과",A,40,30,20,10,"감점
적용",,,,
42,,,,B,30,40,20,10,,,,,
42,,,"자연과학계열, 공학계열,
전자전기공학부, 소프트웨어학과,
약학과, 수학교육과, 컴퓨터교육과,
바이오신약·규제과학과",A,20,40,30,10,,,,,
42,,,,B,30,40,20,10,,,,,
42,,,전 모집단위,-,45,45,×,10,,,,,
42,"이웃
사랑",다,"반도체융합공학과,
에너지학과, 양자정보공학과",A,20,40,30,10,,,,,
42,,,,B,30,40,20,10,,,,,
43,구분,,,제출서류,,,,,,,,,
43,공통,,지원자 전원,•  입학원서,,,,,,,,,
