10,"경제
금융",상경,경제금융학부,100,53,,4,3,3,,,,,,,,
10,경영,상경,경영학부,192,,,,,,,72,,6,3,3,,
10,,상경,파이낸스경영학과,45,,,,,,,22,,,,,,
10,사범,인문,교육학과,20,9,,,,,,,,,,,,
10,,인문,교육공학과,20,9,,,,,,,,,,,,
10,,인문,국어교육과,23,11,,,,,,,,,,,,
10,,인문,영어교육과,23,12,,,,,,,,,,,,
10,,자연,수학교육과,19,8,,,,,,,,,,,,
10,,예체능,응용미술교육과,22,,,,,,,,,,,,,
10,"생활
과학","인문/
자연",의류학과,31,8,,2,1,1,,,,,,,,
10,,자연,식품영양학과,33,8,,1,1,1,,,,,,,,
10,,"인문/
자연",실내건축디자인학과,33,8,,1,1,1,,,,,,,,
10,음악,예체능,성악과,25,,25,,,,,,,,,,,
10,,예체능,작곡과,14,,14,,,,,,,,,,,
10,,예체능,피아노과,19,,19,,,,,,,,,,,
10,,예체능,관현악과,38,,28,,,,,,,,,,,
10,,예체능,국악과,31,,,,,,,,,,,,,
10,"예술
체육",예체능,"스포츠산업과학부
(스포츠매니지먼트전공)",30,17,,,,,,,,,,,,
10,,예체능,"스포츠산업과학부
(스포츠사이언스전공)",30,,,,,,,18,,,,,,
10,,인문,"연극영화학과
(영화)",21,10,,,,,,,,,,,,
10,,예체능,"연극영화학과
(연출및스탭)",7,7,,,,,,,,,,,,
10,,예체능,연극영화학과(연기),15,14,,,,,,,,,,,,
10,,예체능,무용학과,31,,,,,,,,,,,,,
10,국제,인문,국제학부,45,9,,,,,,,,,,,,
10,"한양 
인터
칼리지","자연/
인문",한양인터칼리지학부,250,,,,,,,,,,,,,
10,합      계,,,"2,988
(40)",548,86,49,28,24,8,612,(10),28,14,13,"5
60",
11,"대  학
공과","모집단위
(학과/부)
건축학부",<가>군,,,,<나>군,,,,,,,,,,
11,,,일반전형,특별전형,,,일반전형,,특별전형,,,,,,,,
11,,,정원  내,정원  외,,,정원  내,정원  외,정원  외,,,,,,,,
11,,,"수능
18","농어촌
학생
2","기회
균형
선발
1","특성화
고교
졸업자
2",수능,수능,"농어촌
학생","기회
균형
선발","특성화
고교
졸업자",,,,,,
11,,건축공학부,16,2,1,2,,,,,,,,,,,
11,,건설환경공학과,23,2,1,2,,,,,,,,,,,
11,,도시공학과,16,2,1,1,,,,,,,,,,,
11,,자원환경공학과,14,2,1,1,,,,,,,,,,,
11,,융합전자공학부,,,,,79,,,,,,,,,,
11,,컴퓨터소프트웨어학부,,,,,69,,,,,,,,,,
11,,"전기･생체공학부
(전기공학전공)",,,,,28,,2,1,1,,,,,,
11,,"전기･생체공학부
(바이오메디컬공학전공)",15,2,,1,,,,,,,,,,,
11,,신소재공학부,,,,,42,,4,2,2,,,,,,
11,,화학공학과,,,,,25,,3,2,2,,,,,,
11,,생명공학과,,,,,11,,2,1,1,,,,,,
11,,유기나노공학과,14,2,1,1,,,,,,,,,,,
11,,에너지공학과,,,,,14,,,,,,,,,,
11,,기계공학부,65,6,3,3,,,,,,,,,,,
11,,원자력공학과,17,1,1,1,,,,,,,,,,,
11,,산업공학과,20,2,1,2,,,,,,,,,,,
11,,미래자동차공학과,,,,,29,,1,,1,,,,,,
11,,데이터사이언스학부,,,,,30,,,,,,,,,,
11,,반도체공학과,,,,,,(10),,,,,,,,,
11,의과,의예과,,,,,44,,,,,,,,,,
11,간호,간호학과,13,2,1,2,,,,,,,,,,,
11,자연과학,수학과,,,,,15,,2,1,,,,,,,
11,,물리학과,14,2,1,,,,,,,,,,,,
11,,화학과,20,2,1,,,,,,,,,,,,
11,,생명과학과,,,,,17,,2,1,,,,,,,
11,사범,수학교육과,8,,,,,,,,,,,,,,
11,생활과학,식품영양학과,8,1,1,1,,,,,,,,,,,
11,합      계,,281,30,15,19,403,(10),16,8,7,,,,,,
12,"대  학
인문과학","모집단위
(학과/부)",<가>군,,,,<나>군,,,,,,,,,,
12,,,일반전형,특별전형,,,일반전형,특별전형,,,,,,,,,
12,,,정원  내,정원  외,,,정원  내,정원  외,,,,,,,,,
12,,,수능,"농어촌
학생","기회
균형
선발","특성화
고교
졸업자",수능,"농어촌
학생","기회
균형
선발","특성화
고교
졸업자",,,,,,,
12,,국어국문학과,12,2,1,,,,,,,,,,,,
12,,중어중문학과,19,2,1,,,,,,,,,,,,
12,,영어영문학과,25,2,1,,,,,,,,,,,,
12,,독어독문학과,,1,1,,,,,,,,,,,,
12,,사학과,10,1,1,,,,,,,,,,,,
12,,철학과,7,1,1,,,,,,,,,,,,
12,사회과학,정치외교학과,14,2,1,,,,,,,,,,,,
12,,사회학과,13,1,1,,,,,,,,,,,,
12,,미디어커뮤니케이션학과,,,,,16,2,1,,,,,,,,
12,,관광학부,,,,,14,2,1,2,,,,,,,
12,정책과학,정책학과,,,,,33,,,,,,,,,,
12,,행정학과,,,,,17,,,,,,,,,,
12,사범,교육학과,9,,,,,,,,,,,,,,
12,,교육공학과,9,,,,,,,,,,,,,,
12,,국어교육과,11,,,,,,,,,,,,,,
12,,영어교육과,12,,,,,,,,,,,,,,
12,예술체육,연극영화학과(영화),10,,,,,,,,,,,,,,
12,국제,국제학부,9,,,,,,,,,,,,,,
12,합      계,,160,12,8,,80,4,2,2,,,,,,,
13,"대  학
공과","모집단위
(학과/부)",<가>군,,,,<나>군,,,,,,,,,,
13,,,일반전형,특별전형,,,일반전형,특별전형,,,,,,,,,
13,,,정원  내,정원  외,,,정원  내,정원  외,,,,,,,,,
13,,,수능,"농어촌
학생","기회
균형
선발","특성화
고교
졸업자",수능,"농어촌
학생","기회
균형
선발","특성화
고교
졸업자",,,,,,,
13,,정보시스템학과(상경),,,,,17,2,1,1,,,,,,,
13,경제금융,경제금융학부,53,4,3,3,,,,,,,,,,,
13,경영,경영학부,,,,,72,6,3,3,,,,,,,
13,,파이낸스경영학과,,,,,22,,,,,,,,,,
13,합      계,,53,4,3,3,111,8,4,4,,,,,,,
13,"대  학
생활과학","모집단위
(학과/부)",<가>군,,,,<나>군,,,,,,,,,,
13,,,일반전형,특별전형,,,일반전형,특별전형,,,,,,,,,
13,,,정원  내,정원  외,,,정원  내,정원  외,,,,,,,,,
13,,,수능,"농어촌
학생","기회
균형
선발","특성화
고교
졸업자",수능,"농어촌
학생","기회
균형
선발","특성화
고교
졸업자",,,,,,,
13,,의류학과,8,2,1,1,,,,,,,,,,,
13,,실내건축디자인학과,8,1,1,1,,,,,,,,,,,
13,합      계,,16,3,2,2,,,,,,,,,,,
13,"대  학
한양
인터칼리지","모집단위
(학과/부)",<다>군,,,,,,,,,,,,,,
13,,,일반전형,,,,,,,,,,,,,,
13,,,정원  내,,,,,,,,,,,,,,
13,,,수능,,,,,,,,,,,,,,
13,,한양인터칼리지학부,60,,,,,,,,,,,,,,
13,합      계,,60,,,,,,,,,,,,,,
14,계  열,대  학,"모집단위
(학과/부)",<가>군,,<나>군,,,,,,,,,,,
14,,,,일반전형,,일반전형,,,,,,,,,,,
14,,,,정원  내,,정원  내,,,,,,,,,,,
14,,,,수능,실기/실적,수능,,,,,,,,,,,
14,예체능,음악,성악과,,25,,,,,,,,,,,,
14,,,작곡과,,14,,,,,,,,,,,,
14,,,피아노과,,19,,,,,,,,,,,,
14,,,관현악과,,28,,,,,,,,,,,,
14,,예술체육,"스포츠산업과학부
(스포츠매니지먼트전공)",17,,,,,,,,,,,,,
14,,,"스포츠산업과학부
(스포츠사이언스전공)",,,18,,,,,,,,,,,
14,,,"연극영화학과
(연출및스탭)",7,,,,,,,,,,,,,
14,,,"연극영화학과
(연기)",14,,,,,,,,,,,,,
14,합      계,,,38,86,18,,,,,,,,,,,
14,"대  학
음악","모집단위
(학과)
성악과(25명)","전공별  인원
남자  12명,  여자  13명",,,,,,,,,,,,,,
14,,관현악과(28명),"바이올린  11명,  비올라  3명,  첼로  5명,  더블베이스  2명,  플루트  1명, 
오보에  1명,  클라리넷  1명,  바순  1명,  호른  1명,  트럼펫  1명,  타악기  1명",,,,,,,,,,,,,,
16,"대  학
간호대학","모집단위(전공)
간호학과",,,,,,,,,,,,,,,
16,인문과학대학,"국어국문학과,  중어중문학과,  영어영문학과,  사학과",,,,,,,,,,,,,,,
16,사회과학대학,관광학부,,,,,,,,,,,,,,,
16,자연과학대학,"수학과,  물리학과",,,,,,,,,,,,,,,
16,생활과학대학,식품영양학과,,,,,,,,,,,,,,,
16,음악대학,"성악과,  작곡과,  피아노과,  관현악과,  국악과",,,,,,,,,,,,,,,
16,예술체육대학,"스포츠산업과학부(스포츠사이언스전공),  연극영화학과,  무용학과",,,,,,,,,,,,,,,
16,"대학/학과
경영대학",,"내  용
15개국  29개  대학과  학생교류  프로그램  운영
  *  교환학생  :  캐나다  Alberta  School  of  Business,
University  of  Alberta  외  19개교   
  *  학‧석사  연계  과정  :  미국  Temple  University  외  1개교 
  *  복수학위  :  프랑스  NEOMA  Business  School","문  의
02)2220-2433",,,,,,,,,,,,,
16,"인문과학
대학",중어중문학과,"2학년  2학기부터  타이완  국립  타이완대학교  중문과에서  2년간  수학  후
양  대학  학사학위  동시  취득(매년  2명  선발)",02)2220-0770,,,,,,,,,,,,,
16,,독어독문학과,"지원자에  한하여  독일  국립  바이로이트대학교에서  3학년  1학기  한  학기 
과정  이수",02)2220-0730,,,,,,,,,,,,,
17,"반도체공학과  장학금
    •   장학금  지급  대상  :  정시  <나>군  반도체공학과  등록자  전원
대상
정시  <나>군 
반도체공학과 입학자
      - 반도체공학과는  ㈜SK하이닉스와  협약에  의해  설치된  채용조건형  계약학과임
      - 장학  유지  조건  및  기타  특전에  대한  상세  내용은  해당  학과로  문의(02-2220-1081)
정시  <나>군  일반전형  장학금
    •   정시  <나>군  일반전형  최초합격자  전원  2년  50%  장학금  지급
      -  예체능계열  및  특별전형  제외
      -  반도체공학과  제외,  의예과  제외 
대상  전형
정시  <나>군
  - 해당자의  등록  학기  횟수를  집계하여  최대  지원학기  수  내에서  장학금  지급
        (유지  조건  미충족에  따른  탈락  횟수  포함)
  - 전과  또는  제적  시  지급  중단","●  장학지원내역
◌  수혜기간(지원학기수)
●  등록금  전액
◌  2년(최대  4학기)
●  장학  지원내역
◌ 수혜  기간(지원학기 수)
●  수업료  50%
◌  2년(최대  4학기)","기타  특전  및  유지조건
• 입학생  정원  등록금  및  학업  장려금  지원
  -  1~2학년  :  최소  학점  요건  미달  시  다음  학기  지원  취소 
  -  3~4학년 SK하이닉스 장학생 :  최소 학점  요건  미달 시  다음  학기 
지원  취소
• SK하이닉스  장학생  전형은  2학년  2학기부터  지원  조건 
충족 시 응시할 수  있으며, 장학생 선발 이후 최소 학점 요건 
충족  시  SK하이닉스  최종  입사
• 자세한  유지조건  및  특전은  학과로  문의
유지  조건
직전  학기  장학용  평균  평점  3.75  이상",,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,
18,"호수
전형별 
총점(만점)기준","1호
-30점","2호
3호
-100점","4호
5호
-200점","6호
7호
-300점","8호
9호
부적격",,,,,,,,,,,
18,"학생부교과
(추천형)
17(▲4)",학생부종합,,"논술
10(▲1)","정시
79(▲16)",,,,,,,,,,,,
18,,"추천형
10(▲2)","서류형
28(▲17)",,,,,,,,,,,,,,
18,6(▲2),-,14(▲10),-,29(▲8),,,,,,,,,,,,
18,7(▲2),-,14(▲10),-,30(▲8),,,,,,,,,,,,
19,"대학
공과","모집단위
융합전자공학부","2025학년도
정시  <가>군",,,,,,,,,,,,,,
19,,컴퓨터소프트웨어학부,,,,,,,,,,,,,,,
19,,전기･생체공학부(전기공학전공),,,,,,,,,,,,,,,
19,의과,의예과,,,,,,,,,,,,,,,
19,정책과학,정책학과,,,,,,,,,,,,,,,
19,경영,경영학부,,,,,,,,,,,,,,,
19,모집단위,2025학년도,,,,,,,,,,,,,,,
19,,"국어
35","수학
30","영어
10",탐구,,,,,,,,,,,,
19,,,,,"사탐
과탐","과목수
2",,,,,,,,,,,
19,"의류학과,
실내건축디자인학과",,,,25,,,,,,,,,,,,
19,2026학년도,,,,,,,,,,,,,,,,
19,"국어
35","수학
35","영어
10",탐구,,,,,,,,,,,,,
19,,,,"사탐
과탐
20","과목수
2",,,,,,,,,,,,
19,"수시
폐지","정시
19명","모집군
<가>군","전형방법
1단계(2배수):  실기  100%
2단계:  실기  70%  +  수능  30%",,,,,,,,,,,,,
19,"대학
예술
체육
대학","모집단위
연극영화학과(연출및스탭)","2025학년도 
실기  55%  +  수능  45%",,,,,,,,,,,,,,
19,,연극영화학과(연기),,,,,,,,,,,,,,,
20,"특수교육
대상자
<가>군",2025학년도,,,,,,,,,,,,,,,
20,,"자연
6명","인문
2명","상경
2명",,,,,,,,,,,,,
20,<나>군,1명,1명,1명,,,,,,,,,,,,,
20,총합,7명,3명,3명,,,,,,,,,,,,,
20,"자연
5명","인문
2명","상경
1명",,,,,,,,,,,,,,
20,2명,1명,2명,,,,,,,,,,,,,,
20,7명,3명,3명,,,,,,,,,,,,,,
21,"전  형
수능<가>군","주  요  사  항
•   수능  90%  +  학생부종합평가  10%  (일부  예체능계열  제외)","page
23 ~ 28",,,,,,,,,,,,,,
21,수능<나>군,"•   수능  90%  +  학생부종합평가  10%  (예체능계열  제외)
•   의예과  44명  모집
•   최초합격자  전원  2년  50%  장학금  지급
      (특별전형  및  예체능계열,  반도체공학과,  의예과  제외)
  ※  장학금  지급  학점  유지조건  :  직전학기  성적  3.75  이상",29 ~ 31,,,,,,,,,,,,,,
21,수능<다>군,"•   수능  90%  +  학생부종합평가  10%
•   한양인터칼리지학부  60명  모집",32,,,,,,,,,,,,,,
21,<가/나>군  특별전형,"•   수능  90%  +  학생부종합평가  10%,  수능최저학력기준  없음
  ※  대상전형 :  농어촌학생, 기회균형선발,  특성화고교졸업자, 특수교육대상자",33 ~ 41,,,,,,,,,,,,,,
21,"계열/대학/학과(부)
자연계열","국어
25","수학
40","영어
10",탐구,,,,,,,,,,,,
21,,,,,"비율
25","반영  과목수
2",,,,,,,,,,,
21,인문계열,35,30,10,25,2,,,,,,,,,,,
21,"상경계열,  의류학과,  실내건축디자인학과, 
한양인터칼리지학부",35,35,10,20,2,,,,,,,,,,,
21,음악대학,80,-,20,-,-,,,,,,,,,,,
21,스포츠산업과학부,40,30,10,20,1,,,,,,,,,,,
21,연극영화학과(영화),35,30,10,25,2,,,,,,,,,,,
21,"연극영화학과(연출및스탭,  연기)",50,-,30,20,1,,,,,,,,,,,
21,"계열/대학/학과(부)
자연계열,  인문계열,  상경계열, 
의류학과,  실내건축디자인학과,
연극영화학과(영화),  한양인터칼리지학부","수능  필수  응시영역
국어,  수학,  영어,  사탐  또는  과탐(2과목),  한국사",,,,,,,,,,,,,,,
21,음악대학,"국어,  영어,  한국사",,,,,,,,,,,,,,,
21,스포츠산업과학부,"국어,  수학,  영어,  사탐  또는  과탐(1과목),  한국사",,,,,,,,,,,,,,,
21,"연극영화학과(연출및스탭,  연기)","국어,  영어,  사탐  또는  과탐(1과목),  한국사",,,,,,,,,,,,,,,
24,"신청메뉴
등록포기  신청  및  조회","대  상
합격자  중에서  등록할  의사가  없는  학생","신청기한
등록포기  원인  발생  즉시",,,,,,,,,,,,,,
24,환불  신청  및  조회,등록한  자  중에서  환불(등록포기)을  원하는  학생,,,,,,,,,,,,,,,
25,전형,,계열/대학/학과(부),전형료,감면  금액,납부  금액,"1단계 
불합격자
환불  금액",,,,,,,,,,
25,<가>군,일반전형,자연·인문·상경계열,"30,000원",-,"30,000원",-,,,,,,,,,,
25,,,"성악과,  피아노과","110,000원",-,"110,000원","50,000원",,,,,,,,,,
25,,,"작곡과,  관현악과","90,000원",-,"90,000원",-,,,,,,,,,,
25,,,스포츠산업과학부(스포츠매니지먼트전공),"30,000원",-,"30,000원",-,,,,,,,,,,
25,,,"연극영화학과(연출및스탭,  연기)","90,000원",-,"90,000원",-,,,,,,,,,,
25,,농어촌학생,모집인원표  참조,"20,000원",-,"20,000원",-,,,,,,,,,,
25,,특성화고교졸업자,모집인원표  참조,"20,000원",-,"20,000원",-,,,,,,,,,,
25,,기회균형선발,모집인원표  참조,"20,000원","19,000원","1,000원",-,,,,,,,,,,
25,,특수교육대상자,모집인원표  참조,"20,000원","19,000원","1,000원",-,,,,,,,,,,
25,<나>군,일반전형,자연·인문·상경계열,"30,000원",-,"30,000원",-,,,,,,,,,,
25,,,스포츠산업과학부(스포츠사이언스전공),"90,000원",-,"90,000원",-,,,,,,,,,,
25,,농어촌학생,모집인원표  참조,"20,000원",-,"20,000원",-,,,,,,,,,,
25,,특성화고교졸업자,모집인원표  참조,"20,000원",-,"20,000원",-,,,,,,,,,,
25,,기회균형선발,모집인원표  참조,"20,000원","19,000원","1,000원",-,,,,,,,,,,
25,,특수교육대상자,모집인원표  참조,"20,000원","19,000원","1,000원",-,,,,,,,,,,
25,<다>군,일반전형,한양인터칼리지학부,"30,000원",-,"30,000원",-,,,,,,,,,,
26,"구  분
원서접수  마감  전","환불  금액
전형료  전액",,,,,,,,,,,,,,,
26,원서접수  마감  후  3일  이내,전형료의  70%  환불,,,,,,,,,,,,,,,
26,원서접수  마감  후  4일  이후부터  전형별  고사  후  3일  이내,전형료의  50%  환불,,,,,,,,,,,,,,,
26,전형별  고사  후  4일  이후,반환하지  않음,,,,,,,,,,,,,,,
29,전  형,,계열/대학/학과(부),"모집
인원
500",선발방법,"선발
비율(%)","전형  요소 
반영비율  (%)",,,,,,,,,,
29,,,,,,,수능,"학생부
종합평가",실기,,,,,,,,
29,"<가>군
일반전형",수능,자연·인문·상경,,일괄합산,100,90,10,-,,,,,,,,
29,,,연극영화학과(영화),10,일괄합산,100,90,10,-,,,,,,,,
29,,,"스포츠산업과학부
(스포츠매니지먼트전공)",17,일괄합산,100,90,10,-,,,,,,,,
29,,"실기/
실적",성악과,25,1단계,300,-,-,100,,,,,,,,
29,,,,,2단계,100,20,-,80,,,,,,,,
29,,,작곡과,14,일괄합산,100,30,-,70,,,,,,,,
29,,,피아노과,19,1단계,200,-,-,100,,,,,,,,
29,,,,,2단계,100,30,-,70,,,,,,,,
29,,,관현악과,28,일괄합산,100,20,-,80,,,,,,,,
29,,수능,"연극영화학과
(연출및스탭,  연기)",21,일괄합산,100,55,-,45,,,,,,,,
29,"<가>군 
특별전형
[정원  외]",수능,농어촌학생,49,일괄합산,100,90,10,-,,,,,,,,
29,,,기회균형선발,28,일괄합산,100,90,10,-,,,,,,,,
29,,,특성화고교졸업자,24,일괄합산,100,90,10,-,,,,,,,,
29,,,특수교육대상자,8,일괄합산,100,90,10,-,,,,,,,,
29,"<나>군
일반전형",수능,"자연·인문·상경
*정원  외  반도체공학과  포함",604,일괄합산,100,90,10,-,,,,,,,,
29,,,"스포츠산업과학부
(스포츠사이언스전공)",18,일괄합산,100,70,-,30,,,,,,,,
29,"<나>군 
특별전형
[정원  외]",수능,농어촌학생,28,일괄합산,100,90,10,-,,,,,,,,
29,,,기회균형선발,14,일괄합산,100,90,10,-,,,,,,,,
29,,,특성화고교졸업자,13,일괄합산,100,90,10,-,,,,,,,,
29,,,특수교육대상자,5,일괄합산,100,90,10,-,,,,,,,,
29,"<다>군
일반전형",수능,한양인터칼리지학부,60,일괄합산,100,90,10,-,,,,,,,,
30,"일  자
'25.  12.  29.(월)  ~  12.  31.(수)","일  정
∙  인터넷  원서접수",,,,,,,,,,,,,,,
30,'26.  1.  5.(월)  ~  1.  12.(월),"∙  예능계열  실기고사
  -  음악대학  :  성악과,  작곡과,  피아노과,  관현악과 
  -  예술체육대학  :  연극영화학과(연출및스탭,  연기)",,,,,,,,,,,,,,,
30,1.  9.(금)  예정,"∙  1단계  합격자  발표
  -  음악대학  :  성악과,  피아노과",,,,,,,,,,,,,,,
30,2.  2.(월)  이전,∙  최종합격자  발표,,,,,,,,,,,,,,,
30,2.  3.(화)  ~  2.  5.(목),∙  합격자  등록,,,,,,,,,,,,,,,
30,"2.  6.(금)  ~  2.  12.(목)
※  12일  18:00까지",∙  미등록  충원,,,,,,,,,,,,,,,
30,"2.  6.(금)  ~  2.  13.(금)
※  13일  22:00까지",∙  미등록  충원  등록,,,,,,,,,,,,,,,
31,"계열/학과(부)
자연/인문/상경계열",,"모집인원
500","전형방법
수능  90%  +  학생부종합평가  10%",,,,,,,,,,,,,
31,연극영화학과(영화),,10,,,,,,,,,,,,,,
31,예 체 능,스포츠산업과학부(스포츠매니지먼트전공),17,,,,,,,,,,,,,,
31,,성악과,"25
(남12,  여13)","-  1단계(3배수)  :  실기  100%
      -  2단계  :  실기  80%  +  수능  20%",,,,,,,,,,,,,
31,,작곡과,14,실기  70%  +  수능  30%,,,,,,,,,,,,,
31,,피아노과,19,"-  1단계(2배수)  :  실기  100%
      -  2단계  :  실기  70%  +  수능  30%",,,,,,,,,,,,,
31,,관현악과,28,실기  80%  +  수능  20%,,,,,,,,,,,,,
31,,연극영화학과(연출및스탭),7,수능  55%  +  실기  45%,,,,,,,,,,,,,
31,,연극영화학과(연기),14,,,,,,,,,,,,,,
31,"순위
1","자연계
수학","인문계
국어","상경계
수학","음악대학
실기고사  성적","스포츠산업과학부
(스포츠매니지먼트전공)
국어","연극영화학과
(연출및스탭,  연기)
국어",,,,,,,,,,
31,2,탐구,수학,국어,국어,탐구,영어,,,,,,,,,,
31,3,국어,탐구,탐구,영어,영어,탐구,,,,,,,,,,
31,4,영어,영어,영어,-,-,-,,,,,,,,,,
31,5,한국사,한국사,한국사,-,-,-,,,,,,,,,,
32,모집인원,실기곡,,배점,,,,,,,,,,,,,
32,"25
남자(12)
여자(13)",1단계,이탈리아어  또는  독일어로  되어있는  가곡이나  아리아  1곡,100,,,,,,,,,,,,,
32,,2단계,"1.  이탈리아어로  되어있는  가곡이나  아리아  중  1곡
2.  독일어로  되어있는  가곡이나  아리아  중  1곡 
3.  콘코네  31-50번  중  당일추첨  1곡","45
45
10",,,,,,,,,,,,,
